Age,Gender,Income_Level,Preferred_Travel_Type,Avg_Trip_Duration,Spending_Amount,Booking_Channel,Repeat_Visitor,Customer_Review_Score,Cluster_Label
32,Other,Low,Adventure,13,2418.51,App,Yes,3.5,0
66,Male,Low,Leisure,7,1764.88,Agent,Yes,4.1,1
41,Other,Low,Cultural,12,1353.61,Website,No,2.3,2
21,Other,High,Leisure,10,3232.47,Website,Yes,4.0,1
29,Female,Low,Cultural,11,1610.9,Website,Yes,3.5,2
54,Male,Medium,Adventure,14,2797.75,Agent,No,2.7,0
54,Female,Low,Adventure,15,2309.22,Agent,No,3.7,0
60,Male,Medium,Religious,9,3276.1,App,Yes,4.0,1
23,Other,High,Adventure,14,4171.56,Agent,Yes,3.8,3
56,Male,Low,Adventure,12,2056.39,App,No,2.6,0
63,Female,High,Religious,10,3427.44,App,No,4.4,3
41,Female,Low,Religious,8,1435.12,Website,Yes,3.9,1
28,Female,Medium,Cultural,9,2690.44,Agent,Yes,3.7,1
30,Male,Medium,Adventure,12,3336.6,Website,Yes,4.5,3
51,Other,High,Cultural,12,2828.46,Website,No,3.4,0
42,Other,Medium,Cultural,13,1805.3,Agent,No,3.0,0
24,Male,Medium,Leisure,11,1962.61,Agent,No,2.9,0
69,Female,Low,Adventure,13,2635.57,App,No,2.8,0
21,Other,Low,Adventure,11,1876.68,App,Yes,3.8,1
25,Female,High,Leisure,11,2964.09,App,Yes,3.8,0
37,Male,Medium,Cultural,13,2817.73,App,No,3.9,3
46,Female,Medium,Adventure,12,2704.47,Website,No,2.7,0
68,Other,Medium,Cultural,13,2574.31,Website,Yes,4.3,3
62,Other,Medium,Leisure,12,2465.71,Agent,Yes,3.7,0
63,Female,High,Religious,11,3215.45,App,No,3.6,0
27,Male,Medium,Cultural,11,2909.54,App,Yes,4.3,1
60,Female,Medium,Adventure,15,3393.48,App,Yes,3.6,3
51,Male,High,Religious,6,2994.6,Website,No,4.6,1
43,Female,Low,Cultural,11,749.99,Agent,No,1.6,2
58,Other,Low,Cultural,9,1554.32,Website,Yes,3.3,2
66,Male,Medium,Religious,6,1533.56,Agent,No,3.0,2
20,Male,Low,Religious,7,1224.47,Agent,Yes,3.1,2
23,Male,Medium,Religious,10,1984.96,Website,Yes,3.6,1
22,Other,High,Adventure,14,4470.73,Website,Yes,4.3,3
22,Female,Medium,Adventure,14,2223.58,Agent,No,3.3,0
64,Other,Medium,Cultural,15,2615.02,Website,No,3.1,0
40,Male,High,Cultural,15,3848.88,Website,No,3.1,0
66,Female,Medium,Leisure,13,2998.37,Agent,No,3.4,0
26,Other,Medium,Adventure,14,3056.85,Agent,Yes,3.9,3
52,Male,Medium,Cultural,12,3158.71,App,Yes,4.4,3
37,Male,High,Religious,7,2695.22,Website,Yes,4.7,1
66,Other,Medium,Religious,9,1733.79,Agent,Yes,3.7,1
59,Other,Medium,Adventure,13,3009.81,Website,No,2.9,0
52,Other,High,Religious,14,3329.71,Website,No,3.0,0
67,Male,Medium,Leisure,10,2619.93,Agent,No,3.2,0
35,Other,Medium,Cultural,11,2504.36,App,Yes,3.7,0
34,Male,High,Cultural,14,4297.35,Agent,Yes,4.2,3
41,Other,Medium,Cultural,11,3357.02,Agent,Yes,4.4,3
20,Male,Medium,Adventure,15,3207.29,Website,Yes,3.8,3
49,Male,High,Religious,9,3799.35,App,Yes,4.6,3
52,Female,Medium,Leisure,10,2593.94,Agent,Yes,4.0,1
55,Other,Medium,Adventure,13,2665.11,Website,Yes,3.6,0
30,Other,High,Cultural,11,4348.05,Agent,Yes,4.1,3
64,Male,High,Leisure,11,3578.12,Website,Yes,3.5,0
42,Male,Medium,Cultural,11,2952.72,Agent,Yes,3.7,0
26,Male,Low,Cultural,9,1482.47,App,Yes,3.8,1
21,Female,Medium,Adventure,12,2702.54,Agent,Yes,3.6,0
31,Female,Medium,Cultural,9,2906.9,Website,Yes,4.1,1
54,Male,Medium,Leisure,10,2497.19,Agent,Yes,4.1,1
51,Other,Medium,Cultural,9,3312.36,App,Yes,4.6,1
28,Other,Medium,Religious,9,2387.91,App,Yes,3.6,1
58,Female,Medium,Cultural,12,2538.81,App,Yes,4.2,1
20,Female,Low,Adventure,9,2089.0,App,No,3.7,1
45,Male,Medium,Leisure,9,1769.41,Website,No,2.7,2
46,Other,Medium,Adventure,12,2990.98,Agent,No,3.0,0
26,Male,Low,Religious,7,1488.94,App,Yes,4.3,1
20,Female,Low,Cultural,11,1428.44,Agent,Yes,3.4,2
42,Other,Medium,Adventure,11,2600.66,Website,No,2.4,0
51,Other,Medium,Adventure,14,3985.24,Agent,Yes,3.5,3
29,Female,Low,Adventure,11,1984.27,Agent,No,3.0,0
59,Male,High,Adventure,16,4819.12,App,Yes,3.7,3
26,Male,Medium,Religious,8,2663.98,App,Yes,4.1,1
32,Other,High,Religious,9,2994.58,Website,No,3.7,1
57,Female,Medium,Cultural,11,2939.24,Agent,Yes,4.6,1
42,Other,Medium,Cultural,10,2263.89,Website,Yes,3.7,1
22,Female,High,Leisure,12,3681.53,Website,Yes,4.6,3
28,Male,Medium,Religious,8,2362.01,Website,Yes,4.7,1
51,Female,Medium,Adventure,17,3405.56,App,Yes,4.3,3
41,Male,Low,Adventure,12,2933.72,App,Yes,4.0,3
32,Female,Medium,Leisure,8,1943.86,Agent,No,2.5,2
55,Other,Low,Adventure,10,1640.05,Agent,No,3.2,2
25,Male,Low,Leisure,5,1655.67,Agent,Yes,4.7,1
22,Other,Low,Cultural,7,1325.34,App,No,3.1,2
65,Other,Low,Religious,8,1964.23,App,Yes,4.6,1
43,Male,High,Leisure,12,3628.85,Website,Yes,4.5,3
35,Male,Low,Adventure,9,1878.43,App,No,3.4,2
23,Other,Medium,Leisure,10,2044.44,Website,No,3.6,1
54,Other,High,Cultural,13,3718.65,Website,No,3.6,3
65,Other,Medium,Adventure,14,2947.72,App,Yes,2.8,0
30,Other,Low,Cultural,12,1515.0,Website,Yes,3.3,0
45,Male,Medium,Cultural,13,2665.2,Website,No,3.6,0
22,Male,Medium,Leisure,8,2281.74,Agent,Yes,3.7,1
30,Other,Medium,Cultural,10,1974.26,Website,No,3.0,2
34,Female,Medium,Adventure,10,2743.8,App,Yes,3.6,1
67,Female,High,Cultural,13,3672.46,App,No,4.2,3
57,Male,Medium,Cultural,12,2179.84,Website,Yes,4.3,1
62,Other,Medium,Leisure,9,2550.99,Agent,Yes,3.7,1
49,Other,Medium,Cultural,11,2806.84,App,Yes,4.0,1
46,Male,Low,Religious,7,891.4,App,No,2.6,2
68,Female,High,Leisure,11,3510.94,Agent,No,3.8,3
20,Female,Low,Leisure,6,1350.57,Website,Yes,4.0,1
57,Female,Medium,Adventure,14,3734.34,App,No,3.7,3
51,Male,High,Adventure,16,4042.81,Website,Yes,4.1,3
57,Female,Medium,Adventure,12,3434.19,Website,Yes,5.0,3
44,Male,Medium,Adventure,16,3553.31,Website,Yes,3.4,3
30,Male,Medium,Religious,8,1827.65,Website,Yes,3.2,2
62,Other,High,Leisure,12,4172.35,App,Yes,4.1,3
50,Female,Medium,Cultural,13,2824.09,Agent,Yes,3.2,0
23,Male,High,Adventure,15,4252.08,App,No,2.9,0
41,Female,Low,Adventure,13,2469.12,Agent,No,2.7,0
36,Female,Medium,Adventure,14,2883.06,Website,No,2.8,0
33,Other,High,Cultural,12,4168.96,Agent,Yes,3.9,3
57,Female,Low,Adventure,13,1817.28,Website,No,3.1,0
45,Other,Medium,Cultural,10,2061.16,App,No,3.0,2
50,Male,Low,Leisure,8,1748.84,App,Yes,3.7,1
65,Female,Medium,Leisure,10,2618.36,Agent,No,3.7,1
58,Male,Medium,Leisure,10,2013.23,Website,Yes,3.4,2
30,Female,Medium,Religious,8,1744.85,Website,Yes,3.7,1
60,Male,Low,Cultural,8,1949.26,Agent,Yes,4.0,1
62,Female,Low,Adventure,12,2015.98,Website,Yes,2.8,0
42,Female,Low,Adventure,12,1573.62,Website,No,1.9,2
59,Female,Medium,Adventure,14,3089.3,Website,Yes,4.0,3
53,Female,Medium,Adventure,12,2956.69,App,Yes,4.1,3
44,Female,High,Religious,12,3179.14,App,No,4.2,3
55,Female,Medium,Adventure,13,3247.4,App,No,3.4,0
24,Female,Medium,Religious,9,1299.17,Website,No,3.3,2
22,Female,High,Cultural,13,3692.01,App,Yes,4.0,3
60,Female,Medium,Leisure,9,2232.37,Website,Yes,4.0,1
62,Male,High,Adventure,18,4490.96,Website,No,4.0,3
68,Other,Medium,Leisure,8,2492.3,Agent,Yes,3.3,2
48,Female,Low,Cultural,12,1802.0,Website,Yes,3.7,0
40,Other,Low,Cultural,11,2154.68,App,Yes,4.6,1
59,Female,Medium,Adventure,13,2932.66,App,Yes,3.9,3
27,Female,Low,Cultural,12,1984.79,Website,Yes,4.3,1
49,Male,Medium,Leisure,9,2781.41,App,Yes,3.9,1
60,Male,Medium,Adventure,14,3098.58,Website,Yes,3.8,3
47,Other,Medium,Religious,9,2658.15,Agent,Yes,4.1,1
56,Male,Medium,Adventure,14,2863.13,Website,Yes,2.9,0
48,Male,Low,Leisure,9,1899.75,Website,Yes,3.3,2
35,Other,Medium,Adventure,14,2892.72,Agent,No,2.7,0
53,Male,Medium,Adventure,11,2805.41,App,No,3.7,0
19,Female,High,Leisure,12,3740.41,Agent,Yes,4.5,3
31,Other,Medium,Adventure,11,3014.2,Agent,Yes,4.1,3
30,Other,High,Adventure,16,4757.46,Website,Yes,4.4,3
46,Female,Medium,Leisure,11,2148.37,Website,Yes,3.7,1
29,Male,Medium,Cultural,9,2387.62,Agent,Yes,4.5,1
56,Other,Low,Leisure,8,2152.27,App,Yes,4.0,1
19,Other,Medium,Adventure,11,2407.72,Agent,No,3.2,0
49,Female,Medium,Religious,8,2326.54,App,No,3.4,2
30,Female,Medium,Religious,8,2721.21,Agent,Yes,4.5,1
63,Male,Medium,Leisure,11,2585.84,Agent,Yes,3.7,0
44,Other,Medium,Religious,10,2355.78,App,No,3.7,1
66,Male,Medium,Adventure,16,3175.27,Agent,Yes,3.3,0
58,Male,Medium,Adventure,13,2977.8,Website,No,2.8,0
34,Female,Low,Leisure,7,1581.2,Agent,Yes,4.1,1
57,Other,High,Adventure,13,4088.29,Website,No,3.5,3
48,Other,Low,Cultural,9,1467.7,App,No,2.8,2
51,Other,Low,Adventure,14,1778.05,App,No,3.2,0
41,Female,Medium,Leisure,12,2657.35,Website,Yes,3.6,0
62,Female,Medium,Cultural,10,2222.36,Agent,Yes,3.7,1
52,Female,Medium,Cultural,11,2606.17,Website,Yes,4.4,1
65,Female,Low,Religious,8,1318.73,Website,No,3.6,2
23,Female,Medium,Adventure,13,3333.95,App,Yes,4.6,3
36,Other,Medium,Leisure,8,2825.88,Website,Yes,4.2,1
47,Male,High,Religious,11,3983.91,Agent,Yes,4.8,3
24,Other,High,Religious,9,3095.21,Website,Yes,3.9,1
27,Male,Medium,Adventure,13,3304.57,App,Yes,3.6,0
58,Female,Medium,Adventure,15,3407.17,Agent,Yes,2.9,0
49,Male,Medium,Leisure,10,2251.72,App,Yes,4.5,1
51,Other,Low,Religious,7,1024.26,Website,Yes,3.2,2
45,Other,Medium,Leisure,9,1778.15,Website,No,3.1,2
32,Male,Medium,Religious,8,1360.51,App,No,2.7,2
47,Female,High,Religious,10,3380.62,App,No,3.9,3
54,Female,Low,Religious,7,1396.65,Agent,Yes,3.6,2
46,Other,Medium,Adventure,16,2669.51,App,No,2.5,0
39,Male,Medium,Religious,9,2587.64,App,Yes,4.2,1
21,Female,Medium,Religious,7,2171.14,Website,Yes,3.6,1
37,Female,Low,Religious,8,1364.49,Website,Yes,3.3,2
49,Other,High,Cultural,13,4209.16,App,Yes,3.4,3
53,Female,Medium,Adventure,16,3783.81,App,Yes,3.3,3
67,Male,Medium,Cultural,13,2700.44,Website,No,3.2,0
21,Other,Low,Adventure,11,2288.6,Agent,Yes,3.0,0
44,Other,Medium,Leisure,10,2303.99,Agent,Yes,3.3,0
34,Male,Medium,Cultural,9,2724.36,Agent,Yes,4.1,1
29,Other,Low,Leisure,6,1795.02,Agent,Yes,3.9,1
39,Female,Low,Religious,5,947.39,Website,Yes,4.5,1
34,Female,High,Leisure,11,4540.76,App,Yes,5.0,3
27,Male,Low,Leisure,10,1108.69,Agent,No,2.5,2
18,Female,Low,Leisure,11,1541.1,Website,Yes,3.7,1
39,Male,Medium,Leisure,10,2474.63,App,Yes,4.2,1
43,Male,Medium,Adventure,14,2953.36,Agent,No,2.9,0
35,Female,Low,Cultural,7,953.71,App,No,2.3,2
67,Male,Medium,Adventure,13,2782.56,Agent,No,3.2,0
31,Female,Low,Adventure,10,1608.74,App,No,2.9,2
64,Other,Low,Adventure,12,2511.98,Agent,Yes,3.6,0
46,Other,Low,Leisure,8,1939.71,Agent,Yes,4.1,1
29,Male,High,Adventure,14,4360.18,App,No,3.3,3
53,Female,Low,Cultural,7,854.88,App,No,2.4,2
52,Female,Low,Adventure,13,3234.0,App,Yes,4.0,3
69,Other,Medium,Religious,8,2344.96,Website,Yes,4.2,1
29,Other,High,Leisure,11,2953.43,Website,No,2.9,0
24,Female,Low,Religious,10,1698.51,App,Yes,4.0,1
46,Male,Medium,Cultural,10,2664.23,Website,Yes,3.3,0
28,Other,Low,Cultural,6,1431.32,Agent,Yes,3.7,2
50,Male,Medium,Cultural,11,2650.75,App,No,3.2,0
23,Male,Medium,Cultural,13,2094.13,Website,No,2.7,0
64,Other,Medium,Adventure,17,3600.07,App,Yes,3.6,3
32,Male,Medium,Leisure,7,2105.49,Agent,Yes,4.9,1
49,Male,Medium,Cultural,12,2466.57,Agent,Yes,3.4,0
68,Female,Low,Religious,7,1435.13,Website,Yes,4.7,1
28,Male,Medium,Cultural,11,2906.97,Agent,Yes,4.2,1
40,Female,Low,Leisure,12,2155.84,App,Yes,3.7,0
43,Other,Medium,Religious,6,2252.35,Website,Yes,4.6,1
51,Other,High,Religious,11,3543.68,App,No,4.6,3
63,Female,High,Religious,11,3346.56,App,No,3.1,0
51,Other,High,Adventure,17,5108.28,App,Yes,3.7,3
46,Male,Medium,Cultural,12,2474.12,Agent,Yes,3.5,0
21,Male,Medium,Adventure,13,2596.17,App,No,3.1,0
34,Male,Low,Religious,6,1022.12,Agent,Yes,2.9,2
52,Other,Medium,Adventure,14,3405.39,App,No,3.3,0
30,Male,Medium,Adventure,13,3444.21,Agent,Yes,4.7,3
58,Other,Medium,Adventure,15,3167.57,Agent,No,3.2,0
56,Male,Medium,Cultural,11,2792.96,Agent,No,3.2,0
32,Female,Low,Religious,7,847.59,App,No,2.6,2
46,Other,Medium,Religious,9,2205.95,App,No,3.7,1
46,Other,High,Cultural,15,3823.82,Agent,No,3.0,0
28,Male,Low,Adventure,11,2635.44,App,Yes,4.6,1
69,Other,Medium,Adventure,12,3261.81,Agent,Yes,4.8,3
49,Other,High,Leisure,13,3990.89,App,Yes,4.2,3
19,Female,Medium,Leisure,7,2008.65,Agent,No,3.5,2
64,Female,Medium,Leisure,9,2454.23,Agent,No,3.8,1
31,Male,Low,Cultural,9,1475.87,Website,Yes,4.0,1
37,Female,Medium,Religious,10,2498.05,App,Yes,3.6,1
39,Male,High,Leisure,8,3038.84,App,No,3.6,1
28,Male,Medium,Religious,13,1601.96,Website,Yes,2.9,0
44,Male,Medium,Religious,10,2461.51,Agent,Yes,4.1,1
20,Other,Low,Religious,7,1084.05,Agent,No,3.2,2
34,Female,Low,Cultural,10,1830.0,Website,Yes,3.1,2
61,Male,High,Cultural,14,3541.51,Website,Yes,3.8,3
45,Female,Medium,Cultural,12,2771.12,Agent,Yes,3.3,0
46,Male,Medium,Cultural,13,2425.87,App,Yes,3.3,0
38,Female,Low,Leisure,9,1922.29,Website,Yes,4.0,1
64,Female,Medium,Adventure,14,2915.56,Website,Yes,3.5,0
33,Male,High,Adventure,14,4663.0,Website,Yes,4.1,3
54,Other,Medium,Adventure,14,3475.14,Website,Yes,3.3,0
37,Female,Low,Leisure,8,1176.2,Website,Yes,3.6,2
23,Other,Medium,Adventure,15,2756.54,Website,Yes,3.7,0
36,Other,Medium,Leisure,10,2216.49,Agent,No,2.9,2
22,Male,Medium,Leisure,4,1828.08,Agent,Yes,4.6,1
20,Male,High,Leisure,11,3172.12,Website,No,3.5,0
18,Male,Medium,Adventure,13,2556.53,Agent,No,2.8,0
55,Female,High,Religious,10,3272.03,App,Yes,3.6,0
32,Male,Medium,Adventure,13,2252.24,App,No,3.8,0
51,Male,Low,Adventure,14,2444.38,Website,Yes,3.4,0
52,Female,Medium,Cultural,13,2552.91,App,No,3.1,0
66,Female,Low,Leisure,8,1725.45,App,Yes,4.2,1
42,Male,High,Religious,11,3460.14,Agent,No,5.0,3
41,Male,Medium,Cultural,10,3088.41,Agent,Yes,3.6,0
29,Male,Medium,Religious,6,1604.61,Agent,No,3.6,2
35,Male,Medium,Religious,7,2074.2,Agent,Yes,3.8,1
32,Other,Low,Leisure,9,1531.42,App,No,2.8,2
61,Other,Medium,Adventure,15,2879.3,Website,Yes,3.4,0
33,Male,Medium,Leisure,10,2163.32,Agent,No,2.7,2
44,Other,Low,Leisure,9,2006.94,App,Yes,3.8,1
25,Female,Medium,Cultural,12,2980.45,Agent,Yes,3.3,0
63,Other,Low,Leisure,8,895.35,App,No,3.2,2
42,Other,Medium,Adventure,14,2652.97,Agent,No,3.1,0
34,Male,Medium,Religious,9,1877.9,Website,Yes,3.9,1
46,Other,Low,Leisure,9,1331.34,Agent,No,2.8,2
25,Other,High,Religious,11,3160.6,Website,No,3.3,0
32,Other,Low,Leisure,9,1680.39,Agent,No,3.2,2
44,Other,Low,Religious,8,1332.89,Agent,Yes,3.1,2
63,Female,Low,Leisure,10,1697.1,Agent,Yes,3.5,2
67,Male,Medium,Cultural,12,3081.28,App,No,3.0,0
69,Male,Medium,Religious,8,2645.35,App,Yes,3.9,1
24,Female,Medium,Leisure,9,2621.67,Website,Yes,3.2,2
20,Other,Low,Leisure,6,1327.99,Website,Yes,4.4,1
46,Female,Low,Cultural,9,1704.24,App,Yes,3.4,2
61,Other,Medium,Cultural,12,2006.44,Website,No,3.5,0
41,Female,High,Cultural,12,3040.92,Website,No,3.8,3
20,Male,High,Religious,9,3769.99,App,Yes,4.0,3
37,Male,Low,Religious,4,1712.96,App,Yes,4.2,1
63,Male,Medium,Cultural,12,3671.18,App,Yes,5.0,3
32,Other,High,Adventure,15,4894.31,App,Yes,4.9,3
42,Other,Medium,Adventure,12,3510.23,Agent,Yes,4.1,3
47,Female,High,Leisure,12,3462.37,App,No,3.6,3
31,Female,Low,Adventure,13,1469.45,Website,No,2.6,0
24,Male,High,Leisure,8,3786.4,Agent,Yes,4.9,1
34,Other,Medium,Religious,7,1896.68,Agent,No,3.1,2
61,Female,High,Religious,9,3508.61,Website,Yes,3.6,1
37,Other,Medium,Adventure,12,2852.59,Agent,No,2.8,0
53,Other,Medium,Religious,10,2393.33,Website,Yes,3.9,1
26,Male,High,Cultural,12,3966.52,Agent,No,3.2,0
55,Male,Low,Cultural,10,2394.87,Agent,Yes,3.9,1
65,Other,Medium,Adventure,11,3229.64,Website,Yes,3.7,0
39,Other,Medium,Adventure,14,3370.12,Website,Yes,3.6,3
19,Other,Medium,Leisure,7,2250.59,Website,Yes,4.5,1
41,Other,High,Religious,10,3298.03,Website,Yes,4.3,1
25,Male,Low,Leisure,8,1913.35,App,Yes,3.9,1
28,Female,Medium,Leisure,11,2263.03,App,Yes,4.1,1
30,Male,Medium,Cultural,9,2387.54,Website,No,3.6,1
34,Female,Low,Cultural,5,1393.02,App,Yes,4.6,1
25,Other,Medium,Cultural,11,2252.12,Website,No,3.0,0
38,Female,Low,Cultural,13,1697.83,Website,Yes,3.3,0
35,Male,Medium,Leisure,11,2332.39,Agent,No,2.7,0
47,Male,High,Cultural,13,3586.2,Website,No,3.3,0
35,Other,Medium,Religious,8,1607.95,Website,Yes,4.1,1
63,Male,Medium,Cultural,13,2602.59,Website,No,3.7,0
64,Other,High,Cultural,12,3848.0,Website,Yes,4.6,3
48,Male,Medium,Cultural,12,2755.72,Agent,No,2.5,0
55,Male,High,Adventure,16,4516.77,Website,Yes,4.5,3
49,Other,Medium,Religious,10,2545.0,Agent,Yes,3.2,0
28,Female,High,Religious,14,3324.11,Website,Yes,4.2,3
62,Male,Low,Leisure,9,1604.58,Agent,Yes,3.5,2
42,Female,High,Leisure,10,3753.78,App,Yes,4.7,3
50,Male,Low,Cultural,10,1838.39,Agent,No,2.5,2
55,Male,Medium,Adventure,11,3669.59,Agent,Yes,4.7,3
58,Male,Medium,Leisure,9,2169.82,Website,Yes,3.3,2
25,Male,Medium,Leisure,8,2659.43,Agent,Yes,4.0,1
28,Female,Medium,Cultural,10,2020.47,Agent,Yes,3.3,2
39,Female,Medium,Cultural,12,2338.12,Website,Yes,3.0,0
68,Male,Medium,Leisure,9,2073.74,App,No,3.3,2
41,Male,Low,Leisure,10,1480.62,App,Yes,4.3,1
58,Female,Low,Religious,7,1166.3,App,Yes,4.7,1
34,Other,Low,Adventure,12,2445.28,Agent,Yes,3.8,0
29,Other,Medium,Religious,8,1992.16,Website,Yes,4.4,1
63,Female,Low,Leisure,9,1650.2,App,No,3.2,2
49,Male,Medium,Religious,10,2783.52,App,Yes,4.2,1
32,Male,Medium,Religious,7,2391.06,App,Yes,4.1,1
33,Other,Low,Leisure,7,1863.71,App,Yes,4.1,1
39,Other,Medium,Cultural,11,2615.52,Website,Yes,4.1,1
45,Female,High,Leisure,9,3490.28,App,Yes,4.2,1
37,Other,Low,Cultural,9,2173.72,Agent,Yes,3.9,1
50,Female,Medium,Leisure,9,1944.64,Agent,No,3.2,2
27,Other,Medium,Leisure,10,2035.7,Website,Yes,4.1,1
57,Other,Medium,Leisure,10,2713.0,App,Yes,3.6,1
49,Other,Medium,Adventure,14,3192.53,App,Yes,3.8,3
67,Male,Medium,Cultural,13,2921.15,Agent,Yes,4.6,3
50,Male,Medium,Adventure,13,3214.59,Website,Yes,4.4,3
19,Male,Low,Leisure,8,1210.88,Agent,No,3.5,2
50,Other,Medium,Religious,9,1552.03,Website,No,3.0,2
50,Female,Medium,Adventure,14,3025.06,Website,Yes,3.9,3
58,Female,Low,Cultural,10,2193.68,Website,Yes,4.2,1
30,Female,Medium,Leisure,5,2330.3,Agent,Yes,5.0,1
47,Female,High,Adventure,15,5038.9,Website,Yes,3.5,3
50,Male,Medium,Religious,11,2445.41,Agent,No,2.7,0
30,Male,Medium,Adventure,14,3164.66,Agent,No,3.8,3
69,Other,High,Cultural,15,3710.02,App,No,3.2,0
43,Other,Medium,Adventure,15,3575.53,Agent,Yes,3.6,3
39,Female,Medium,Religious,8,2240.44,Agent,Yes,3.5,2
56,Male,Medium,Religious,9,1986.08,App,No,3.0,2
19,Female,High,Cultural,11,3686.78,App,No,3.1,0
55,Other,Medium,Religious,8,2369.94,App,No,4.3,1
56,Other,Medium,Leisure,11,2671.63,Website,Yes,3.9,1
43,Female,Medium,Religious,10,1982.83,Website,Yes,3.7,1
63,Other,High,Leisure,11,4279.11,App,Yes,4.7,3
67,Female,Medium,Adventure,14,3065.1,Website,Yes,4.2,3
32,Male,Low,Leisure,8,1786.38,App,Yes,4.2,1
51,Female,High,Leisure,12,3265.37,Website,No,3.8,3
59,Male,Medium,Adventure,12,3180.72,Agent,Yes,3.7,0
61,Male,Low,Religious,4,1406.25,Website,Yes,4.2,1
66,Other,Medium,Leisure,9,1739.32,Website,No,3.4,2
57,Other,Medium,Religious,7,2869.93,Agent,Yes,4.3,1
28,Other,High,Adventure,14,3615.05,App,No,3.4,0
20,Female,Low,Cultural,9,1442.08,Website,Yes,3.7,2
23,Female,High,Religious,9,3397.44,Website,Yes,4.7,1
26,Other,Medium,Religious,10,2086.67,Agent,No,2.5,2
23,Female,Low,Cultural,10,1416.23,Agent,No,3.2,2
26,Other,High,Cultural,13,4024.16,Agent,Yes,4.1,3
56,Female,Medium,Adventure,15,3134.54,Agent,No,3.5,0
48,Male,Low,Religious,5,1402.06,App,Yes,4.4,1
49,Male,Medium,Religious,10,2694.33,Website,Yes,4.6,1
58,Other,High,Adventure,15,4723.18,Website,Yes,4.7,3
67,Female,Medium,Religious,10,2628.22,Website,Yes,4.5,1
29,Female,Low,Leisure,6,596.53,Website,No,3.3,2
25,Male,Low,Leisure,5,1082.56,App,No,3.3,2
25,Male,Low,Leisure,9,956.24,Website,No,2.8,2
67,Other,Medium,Religious,10,1964.7,App,No,3.5,2
45,Male,Medium,Leisure,8,2694.43,App,Yes,4.5,1
37,Other,Low,Leisure,6,915.08,Agent,No,2.8,2
64,Male,Low,Adventure,14,2388.0,Agent,No,3.2,0
24,Male,Medium,Adventure,11,2140.32,Website,No,3.1,0
28,Female,High,Cultural,15,4437.09,App,No,3.2,3
37,Male,Medium,Cultural,10,2047.48,Agent,No,3.7,1
33,Male,High,Cultural,14,4352.17,App,Yes,4.2,3
21,Other,Medium,Cultural,10,2473.93,Agent,No,4.1,1
23,Male,Low,Adventure,12,1845.18,App,No,2.3,0
39,Other,High,Adventure,14,4172.12,Website,No,3.3,3
43,Male,Medium,Adventure,13,2707.62,Website,Yes,3.8,0
20,Male,Medium,Leisure,9,2957.01,App,Yes,4.7,1
58,Other,High,Leisure,10,3425.62,Agent,No,3.8,3
59,Female,Low,Cultural,12,1967.45,Agent,Yes,3.7,0
31,Other,Low,Leisure,7,866.62,Website,No,2.4,2
28,Other,Medium,Religious,8,2294.05,Website,Yes,3.6,1
35,Other,Low,Adventure,10,1881.04,Website,Yes,3.8,1
29,Female,Low,Cultural,6,1411.57,Agent,Yes,3.3,2
40,Male,Low,Cultural,10,1864.92,Agent,Yes,3.5,2
29,Other,Low,Religious,10,1023.29,Website,Yes,3.6,2
30,Other,Medium,Leisure,10,3177.54,App,Yes,3.8,1
42,Female,Low,Cultural,10,1771.46,Agent,Yes,4.3,1
62,Other,Medium,Leisure,10,2740.86,Website,Yes,4.5,1
68,Male,Medium,Leisure,10,2884.22,App,Yes,3.4,0
36,Female,Medium,Religious,9,2006.02,Agent,Yes,3.5,2
63,Male,Low,Cultural,9,2134.59,App,Yes,3.0,2
53,Male,Medium,Leisure,11,2641.58,App,No,3.0,0
62,Female,Low,Leisure,10,1784.9,Agent,Yes,4.0,1
25,Other,Medium,Religious,9,2454.31,Website,Yes,3.8,1
46,Male,High,Religious,11,3727.83,App,No,3.8,3
49,Male,Medium,Leisure,10,2702.05,Website,Yes,3.4,0
68,Male,Medium,Religious,10,1983.48,Agent,No,3.5,2
61,Male,Medium,Leisure,11,2122.42,App,No,2.9,0
35,Female,Medium,Cultural,11,2732.3,App,Yes,3.9,1
23,Female,High,Adventure,14,4595.25,App,Yes,4.2,3
35,Male,High,Religious,10,3870.11,App,Yes,3.9,3
36,Other,Medium,Adventure,16,2869.9,App,Yes,3.2,0
39,Male,Medium,Leisure,7,2343.94,Agent,Yes,4.6,1
54,Other,High,Leisure,9,3938.8,App,Yes,4.8,3
49,Male,High,Leisure,11,3353.11,Agent,No,4.0,3
58,Other,Medium,Adventure,14,3598.76,Website,Yes,4.1,3
20,Male,Medium,Leisure,9,2497.91,Agent,Yes,4.1,1
45,Other,Low,Religious,7,1569.43,App,No,2.5,2
27,Male,High,Cultural,12,3771.59,Website,Yes,4.1,3
68,Male,Low,Cultural,13,2532.62,Agent,Yes,3.7,0
52,Other,Medium,Religious,6,2691.9,Agent,Yes,5.0,1
46,Female,Low,Cultural,9,2294.88,Agent,Yes,4.2,1
32,Other,Low,Adventure,11,1673.73,App,No,3.6,2
50,Female,Medium,Leisure,7,2475.27,App,Yes,4.6,1
24,Male,High,Leisure,10,3547.83,Agent,Yes,4.0,3
29,Other,Low,Leisure,10,1823.15,Agent,Yes,3.7,1
66,Other,Medium,Adventure,14,3457.28,Website,Yes,4.0,3
